Store,Dept,Error_Mean,Error_SD,Error_MAE,N,Shrunk_Error_SD,Safety_Stock_95
4.0,41.0,1194.1020569897414,1439.2183140569337,1386.813139591634,4,2184.1878265417963,3592.6692684305267
4.0,42.0,-210.97125773192556,1378.80954665485,1042.0818360672433,4,2164.6153623284235,3560.475429680783
4.0,44.0,-37.199107022137696,443.85109780631836,330.25947209157744,4,1957.9335234800162,3220.51405742598
4.0,45.0,-21.670802334885753,19.220885906438465,21.670802334885753,3,2066.0909466292883,3398.4171871747853
4.0,46.0,-2146.751211609346,347.8770852397325,2146.751211609346,4,1948.2071288937377,3204.515562013579
4.0,48.0,1180.1874345803953,1751.710503182304,1619.1414143286274,4,2295.4839636413353,3775.7351232043916
4.0,49.0,30.21194041670674,653.9616802821749,563.2601476028083,4,1987.167512690784,3268.5996906095716
4.0,52.0,-252.46222461789262,185.51230839178862,252.46222461789262,4,1937.0620000757228,3186.1834564544256
4.0,54.0,13.097038088899936,83.8158989395427,57.44296191110006,4,1933.523813226115,3180.363656982016
4.0,55.0,-1128.413941431501,1523.916536216885,1323.670112619549,4,2212.727409450285,3639.6127048892367
4.0,56.0,-410.3193688430656,581.9574476769067,587.3995766883447,4,1975.940034340173,3250.1321321230503
4.0,58.0,-1849.2503591729733,1076.1694436417479,1849.2503591729733,4,2077.034453149256,3416.4176535657216
4.0,59.0,57.43754381792367,156.23371833773643,122.93364060133085,4,1935.770201038272,3184.0586361223823
4.0,60.0,10.335183410356692,71.44434946042557,47.684647724689555,4,1933.2754411593414,3179.95512128715
